draw_number,numbers,bonus_number,prize_info,draw_date
864,"[3, 7, 10, 13, 25, 36]",32,"[{'rank': '1등', 'winners': '18,882,090,007원', 'prize_amount': '11', 'winners_per_prize': '1716553637.00000000'}, {'rank': '2등', 'winners': '3,147,015,040원', 'prize_amount': '64', 'winners_per_prize': '49172110.00000000'}, {'rank': '3등', 'winners': '3,147,016,215원', 'prize_amount': '2,467', 'winners_per_prize': '1275645.00000000'}, {'rank': '4등', 'winners': '6,145,650,000원', 'prize_amount': '122,913', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,788,375,000원', 'prize_amount': '1,957,675', 'winners_per_prize': '5000.00000000'}]",2019년 06월 22일 추첨
865,"[3, 15, 22, 32, 33, 45]",2,"[{'rank': '1등', 'winners': '20,172,478,885원', 'prize_amount': '13', 'winners_per_prize': '1551729145.00000000'}, {'rank': '2등', 'winners': '3,362,079,864원', 'prize_amount': '52', 'winners_per_prize': '64655382.00000000'}, {'rank': '3등', 'winners': '3,362,079,924원', 'prize_amount': '2,076', 'winners_per_prize': '1619499.00000000'}, {'rank': '4등', 'winners': '5,231,300,000원', 'prize_amount': '104,626', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,746,170,000원', 'prize_amount': '1,749,234', 'winners_per_prize': '5000.00000000'}]",2019년 06월 29일 추첨
866,"[9, 15, 29, 34, 37, 39]",12,"[{'rank': '1등', 'winners': '20,163,681,000원', 'prize_amount': '9', 'winners_per_prize': '2240409000.00000000'}, {'rank': '2등', 'winners': '3,360,613,516원', 'prize_amount': '68', 'winners_per_prize': '49420787.00000000'}, {'rank': '3등', 'winners': '3,360,615,280원', 'prize_amount': '2,035', 'winners_per_prize': '1651408.00000000'}, {'rank': '4등', 'winners': '5,245,950,000원', 'prize_amount': '104,919', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,850,085,000원', 'prize_amount': '1,770,017', 'winners_per_prize': '5000.00000000'}]",2019년 07월 06일 추첨
867,"[14, 17, 19, 22, 24, 40]",41,"[{'rank': '1등', 'winners': '19,668,776,250원', 'prize_amount': '5', 'winners_per_prize': '3933755250.00000000'}, {'rank': '2등', 'winners': '3,278,129,394원', 'prize_amount': '57', 'winners_per_prize': '57511042.00000000'}, {'rank': '3등', 'winners': '3,278,129,550원', 'prize_amount': '2,175', 'winners_per_prize': '1507186.00000000'}, {'rank': '4등', 'winners': '5,475,800,000원', 'prize_amount': '109,516', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,102,760,000원', 'prize_amount': '1,820,552', 'winners_per_prize': '5000.00000000'}]",2019년 07월 13일 추첨
868,"[12, 17, 28, 41, 43, 44]",25,"[{'rank': '1등', 'winners': '19,402,825,500원', 'prize_amount': '6', 'winners_per_prize': '3233804250.00000000'}, {'rank': '2등', 'winners': '3,233,804,285원', 'prize_amount': '61', 'winners_per_prize': '53013185.00000000'}, {'rank': '3등', 'winners': '3,233,806,096원', 'prize_amount': '2,152', 'winners_per_prize': '1502698.00000000'}, {'rank': '4등', 'winners': '5,456,650,000원', 'prize_amount': '109,133', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,947,455,000원', 'prize_amount': '1,789,491', 'winners_per_prize': '5000.00000000'}]",2019년 07월 20일 추첨
869,"[2, 6, 20, 27, 37, 39]",4,"[{'rank': '1등', 'winners': '19,225,825,880원', 'prize_amount': '10', 'winners_per_prize': '1922582588.00000000'}, {'rank': '2등', 'winners': '3,204,304,320원', 'prize_amount': '56', 'winners_per_prize': '57219720.00000000'}, {'rank': '3등', 'winners': '3,204,305,520원', 'prize_amount': '2,210', 'winners_per_prize': '1449912.00000000'}, {'rank': '4등', 'winners': '5,428,100,000원', 'prize_amount': '108,562', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,071,660,000원', 'prize_amount': '1,814,332', 'winners_per_prize': '5000.00000000'}]",2019년 07월 27일 추첨
870,"[21, 25, 30, 32, 40, 42]",31,"[{'rank': '1등', 'winners': '19,288,429,880원', 'prize_amount': '10', 'winners_per_prize': '1928842988.00000000'}, {'rank': '2등', 'winners': '3,214,738,320원', 'prize_amount': '48', 'winners_per_prize': '66973715.00000000'}, {'rank': '3등', 'winners': '3,214,740,207원', 'prize_amount': '2,033', 'winners_per_prize': '1581279.00000000'}, {'rank': '4등', 'winners': '5,100,000,000원', 'prize_amount': '102,000', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,526,425,000원', 'prize_amount': '1,705,285', 'winners_per_prize': '5000.00000000'}]",2019년 08월 03일 추첨
871,"[2, 6, 12, 26, 30, 34]",38,"[{'rank': '1등', 'winners': '19,026,499,506원', 'prize_amount': '7', 'winners_per_prize': '2718071358.00000000'}, {'rank': '2등', 'winners': '3,171,083,292원', 'prize_amount': '61', 'winners_per_prize': '51984972.00000000'}, {'rank': '3등', 'winners': '3,171,085,394원', 'prize_amount': '2,231', 'winners_per_prize': '1421374.00000000'}, {'rank': '4등', 'winners': '5,433,300,000원', 'prize_amount': '108,666', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,961,785,000원', 'prize_amount': '1,792,357', 'winners_per_prize': '5000.00000000'}]",2019년 08월 10일 추첨
872,"[2, 4, 30, 32, 33, 43]",29,"[{'rank': '1등', 'winners': '20,203,289,264원', 'prize_amount': '16', 'winners_per_prize': '1262705579.00000000'}, {'rank': '2등', 'winners': '3,367,214,904원', 'prize_amount': '46', 'winners_per_prize': '73200324.00000000'}, {'rank': '3등', 'winners': '3,367,216,638원', 'prize_amount': '2,018', 'winners_per_prize': '1668591.00000000'}, {'rank': '4등', 'winners': '4,984,050,000원', 'prize_amount': '99,681', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,579,490,000원', 'prize_amount': '1,715,898', 'winners_per_prize': '5000.00000000'}]",2019년 08월 17일 추첨
873,"[3, 5, 12, 13, 33, 39]",38,"[{'rank': '1등', 'winners': '18,745,532,250원', 'prize_amount': '10', 'winners_per_prize': '1874553225.00000000'}, {'rank': '2등', 'winners': '3,124,255,376원', 'prize_amount': '68', 'winners_per_prize': '45944932.00000000'}, {'rank': '3등', 'winners': '3,124,255,500원', 'prize_amount': '2,375', 'winners_per_prize': '1315476.00000000'}, {'rank': '4등', 'winners': '6,184,200,000원', 'prize_amount': '123,684', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '10,009,550,000원', 'prize_amount': '2,001,910', 'winners_per_prize': '5000.00000000'}]",2019년 08월 24일 추첨
874,"[1, 15, 19, 23, 28, 42]",32,"[{'rank': '1등', 'winners': '20,108,230,506원', 'prize_amount': '18', 'winners_per_prize': '1117123917.00000000'}, {'rank': '2등', 'winners': '3,351,371,772원', 'prize_amount': '68', 'winners_per_prize': '49284879.00000000'}, {'rank': '3등', 'winners': '3,351,373,760원', 'prize_amount': '2,240', 'winners_per_prize': '1496149.00000000'}, {'rank': '4등', 'winners': '5,532,750,000원', 'prize_amount': '110,655', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,151,345,000원', 'prize_amount': '1,830,269', 'winners_per_prize': '5000.00000000'}]",2019년 08월 31일 추첨
875,"[19, 22, 30, 34, 39, 44]",36,"[{'rank': '1등', 'winners': '19,823,254,136원', 'prize_amount': '14', 'winners_per_prize': '1415946724.00000000'}, {'rank': '2등', 'winners': '3,303,875,718원', 'prize_amount': '33', 'winners_per_prize': '100117446.00000000'}, {'rank': '3등', 'winners': '3,303,876,798원', 'prize_amount': '2,278', 'winners_per_prize': '1450341.00000000'}, {'rank': '4등', 'winners': '5,253,550,000원', 'prize_amount': '105,071', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,633,085,000원', 'prize_amount': '1,726,617', 'winners_per_prize': '5000.00000000'}]",2019년 09월 07일 추첨
876,"[5, 16, 21, 26, 34, 42]",24,"[{'rank': '1등', 'winners': '20,722,499,264원', 'prize_amount': '19', 'winners_per_prize': '1090657856.00000000'}, {'rank': '2등', 'winners': '3,453,749,906원', 'prize_amount': '59', 'winners_per_prize': '58538134.00000000'}, {'rank': '3등', 'winners': '3,453,752,058원', 'prize_amount': '2,427', 'winners_per_prize': '1423054.00000000'}, {'rank': '4등', 'winners': '5,630,950,000원', 'prize_amount': '112,619', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,283,235,000원', 'prize_amount': '1,856,647', 'winners_per_prize': '5000.00000000'}]",2019년 09월 14일 추첨
877,"[5, 17, 18, 22, 23, 43]",12,"[{'rank': '1등', 'winners': '20,599,286,256원', 'prize_amount': '12', 'winners_per_prize': '1716607188.00000000'}, {'rank': '2등', 'winners': '3,433,214,400원', 'prize_amount': '75', 'winners_per_prize': '45776192.00000000'}, {'rank': '3등', 'winners': '3,433,214,939원', 'prize_amount': '2,167', 'winners_per_prize': '1584317.00000000'}, {'rank': '4등', 'winners': '5,490,300,000원', 'prize_amount': '109,806', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,336,350,000원', 'prize_amount': '1,867,270', 'winners_per_prize': '5000.00000000'}]",2019년 09월 21일 추첨
878,"[2, 6, 11, 16, 25, 31]",3,"[{'rank': '1등', 'winners': '19,247,961,000원', 'prize_amount': '6', 'winners_per_prize': '3207993500.00000000'}, {'rank': '2등', 'winners': '3,207,993,540원', 'prize_amount': '69', 'winners_per_prize': '46492660.00000000'}, {'rank': '3등', 'winners': '3,207,993,699원', 'prize_amount': '2,971', 'winners_per_prize': '1079769.00000000'}, {'rank': '4등', 'winners': '6,456,950,000원', 'prize_amount': '129,139', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,970,940,000원', 'prize_amount': '1,994,188', 'winners_per_prize': '5000.00000000'}]",2019년 09월 28일 추첨
879,"[1, 4, 10, 14, 15, 35]",20,"[{'rank': '1등', 'winners': '19,238,167,878원', 'prize_amount': '6', 'winners_per_prize': '3206361313.00000000'}, {'rank': '2등', 'winners': '3,206,361,389원', 'prize_amount': '77', 'winners_per_prize': '41641057.00000000'}, {'rank': '3등', 'winners': '3,206,362,986원', 'prize_amount': '2,594', 'winners_per_prize': '1236069.00000000'}, {'rank': '4등', 'winners': '6,174,850,000원', 'prize_amount': '123,497', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,761,385,000원', 'prize_amount': '1,952,277', 'winners_per_prize': '5000.00000000'}]",2019년 10월 05일 추첨
880,"[7, 17, 19, 23, 24, 45]",38,"[{'rank': '1등', 'winners': '19,864,673,255원', 'prize_amount': '7', 'winners_per_prize': '2837810465.00000000'}, {'rank': '2등', 'winners': '3,310,778,900원', 'prize_amount': '52', 'winners_per_prize': '63668825.00000000'}, {'rank': '3등', 'winners': '3,310,780,044원', 'prize_amount': '2,332', 'winners_per_prize': '1419717.00000000'}, {'rank': '4등', 'winners': '5,749,700,000원', 'prize_amount': '114,994', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,695,320,000원', 'prize_amount': '1,939,064', 'winners_per_prize': '5000.00000000'}]",2019년 10월 12일 추첨
881,"[4, 18, 20, 26, 27, 32]",9,"[{'rank': '1등', 'winners': '20,025,698,256원', 'prize_amount': '8', 'winners_per_prize': '2503212282.00000000'}, {'rank': '2등', 'winners': '3,337,616,390원', 'prize_amount': '67', 'winners_per_prize': '49815170.00000000'}, {'rank': '3등', 'winners': '3,337,616,458원', 'prize_amount': '2,189', 'winners_per_prize': '1524722.00000000'}, {'rank': '4등', 'winners': '5,847,600,000원', 'prize_amount': '116,952', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,699,245,000원', 'prize_amount': '1,939,849', 'winners_per_prize': '5000.00000000'}]",2019년 10월 19일 추첨
882,"[18, 34, 39, 43, 44, 45]",23,"[{'rank': '1등', 'winners': '20,636,352,000원', 'prize_amount': '5', 'winners_per_prize': '4127270400.00000000'}, {'rank': '2등', 'winners': '3,439,392,000원', 'prize_amount': '44', 'winners_per_prize': '78168000.00000000'}, {'rank': '3등', 'winners': '3,439,393,212원', 'prize_amount': '2,082', 'winners_per_prize': '1651966.00000000'}, {'rank': '4등', 'winners': '5,461,300,000원', 'prize_amount': '109,226', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,199,365,000원', 'prize_amount': '1,839,873', 'winners_per_prize': '5000.00000000'}]",2019년 10월 26일 추첨
883,"[9, 18, 32, 33, 37, 44]",22,"[{'rank': '1등', 'winners': '20,407,792,875원', 'prize_amount': '15', 'winners_per_prize': '1360519525.00000000'}, {'rank': '2등', 'winners': '3,401,298,875원', 'prize_amount': '65', 'winners_per_prize': '52327675.00000000'}, {'rank': '3등', 'winners': '3,401,300,700원', 'prize_amount': '2,538', 'winners_per_prize': '1340150.00000000'}, {'rank': '4등', 'winners': '5,980,650,000원', 'prize_amount': '119,613', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,621,045,000원', 'prize_amount': '1,924,209', 'winners_per_prize': '5000.00000000'}]",2019년 11월 02일 추첨
884,"[4, 14, 23, 28, 37, 45]",17,"[{'rank': '1등', 'winners': '21,588,927,384원', 'prize_amount': '12', 'winners_per_prize': '1799077282.00000000'}, {'rank': '2등', 'winners': '3,598,154,614원', 'prize_amount': '74', 'winners_per_prize': '48623711.00000000'}, {'rank': '3등', 'winners': '3,598,155,966원', 'prize_amount': '2,207', 'winners_per_prize': '1630338.00000000'}, {'rank': '4등', 'winners': '5,403,800,000원', 'prize_amount': '108,076', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,088,270,000원', 'prize_amount': '1,817,654', 'winners_per_prize': '5000.00000000'}]",2019년 11월 09일 추첨
885,"[1, 3, 24, 27, 39, 45]",31,"[{'rank': '1등', 'winners': '20,069,823,384원', 'prize_amount': '13', 'winners_per_prize': '1543832568.00000000'}, {'rank': '2등', 'winners': '3,344,970,608원', 'prize_amount': '56', 'winners_per_prize': '59731618.00000000'}, {'rank': '3등', 'winners': '3,344,972,623원', 'prize_amount': '2,279', 'winners_per_prize': '1467737.00000000'}, {'rank': '4등', 'winners': '5,591,600,000원', 'prize_amount': '111,832', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,346,795,000원', 'prize_amount': '1,869,359', 'winners_per_prize': '5000.00000000'}]",2019년 11월 16일 추첨
886,"[19, 23, 28, 37, 42, 45]",2,"[{'rank': '1등', 'winners': '20,822,506,502원', 'prize_amount': '7', 'winners_per_prize': '2974643786.00000000'}, {'rank': '2등', 'winners': '3,470,417,760원', 'prize_amount': '59', 'winners_per_prize': '58820640.00000000'}, {'rank': '3등', 'winners': '3,470,418,740원', 'prize_amount': '2,140', 'winners_per_prize': '1621691.00000000'}, {'rank': '4등', 'winners': '5,488,300,000원', 'prize_amount': '109,766', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,841,405,000원', 'prize_amount': '1,768,281', 'winners_per_prize': '5000.00000000'}]",2019년 11월 23일 추첨
887,"[8, 14, 17, 27, 36, 45]",10,"[{'rank': '1등', 'winners': '20,282,149,504원', 'prize_amount': '8', 'winners_per_prize': '2535268688.00000000'}, {'rank': '2등', 'winners': '3,380,358,300원', 'prize_amount': '66', 'winners_per_prize': '51217550.00000000'}, {'rank': '3등', 'winners': '3,380,359,668원', 'prize_amount': '2,388', 'winners_per_prize': '1415561.00000000'}, {'rank': '4등', 'winners': '5,735,950,000원', 'prize_amount': '114,719', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,429,620,000원', 'prize_amount': '1,885,924', 'winners_per_prize': '5000.00000000'}]",2019년 11월 30일 추첨
888,"[3, 7, 12, 31, 34, 38]",32,"[{'rank': '1등', 'winners': '18,962,873,632원', 'prize_amount': '8', 'winners_per_prize': '2370359204.00000000'}, {'rank': '2등', 'winners': '3,160,478,960원', 'prize_amount': '59', 'winners_per_prize': '53567440.00000000'}, {'rank': '3등', 'winners': '3,160,479,542원', 'prize_amount': '2,453', 'winners_per_prize': '1288414.00000000'}, {'rank': '4등', 'winners': '6,151,250,000원', 'prize_amount': '123,025', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,953,575,000원', 'prize_amount': '1,990,715', 'winners_per_prize': '5000.00000000'}]",2019년 12월 07일 추첨
889,"[3, 13, 29, 38, 39, 42]",26,"[{'rank': '1등', 'winners': '21,089,869,500원', 'prize_amount': '10', 'winners_per_prize': '2108986950.00000000'}, {'rank': '2등', 'winners': '3,514,978,260원', 'prize_amount': '60', 'winners_per_prize': '58582971.00000000'}, {'rank': '3등', 'winners': '3,514,979,594원', 'prize_amount': '2,338', 'winners_per_prize': '1503413.00000000'}, {'rank': '4등', 'winners': '5,709,900,000원', 'prize_amount': '114,198', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,537,385,000원', 'prize_amount': '1,907,477', 'winners_per_prize': '5000.00000000'}]",2019년 12월 14일 추첨
890,"[1, 4, 14, 18, 29, 37]",6,"[{'rank': '1등', 'winners': '21,019,375,503원', 'prize_amount': '9', 'winners_per_prize': '2335486167.00000000'}, {'rank': '2등', 'winners': '3,503,229,290원', 'prize_amount': '58', 'winners_per_prize': '60400505.00000000'}, {'rank': '3등', 'winners': '3,503,231,424원', 'prize_amount': '2,376', 'winners_per_prize': '1474424.00000000'}, {'rank': '4등', 'winners': '5,742,950,000원', 'prize_amount': '114,859', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,577,965,000원', 'prize_amount': '1,915,593', 'winners_per_prize': '5000.00000000'}]",2019년 12월 21일 추첨
891,"[9, 13, 28, 31, 39, 41]",19,"[{'rank': '1등', 'winners': '21,578,717,629원', 'prize_amount': '7', 'winners_per_prize': '3082673947.00000000'}, {'rank': '2등', 'winners': '3,596,453,014원', 'prize_amount': '77', 'winners_per_prize': '46707182.00000000'}, {'rank': '3등', 'winners': '3,596,455,121원', 'prize_amount': '2,443', 'winners_per_prize': '1472147.00000000'}, {'rank': '4등', 'winners': '6,106,600,000원', 'prize_amount': '122,132', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,993,115,000원', 'prize_amount': '1,998,623', 'winners_per_prize': '5000.00000000'}]",2019년 12월 28일 추첨
892,"[4, 9, 17, 18, 26, 42]",36,"[{'rank': '1등', 'winners': '21,794,296,888원', 'prize_amount': '17', 'winners_per_prize': '1282017464.00000000'}, {'rank': '2등', 'winners': '3,632,382,858원', 'prize_amount': '78', 'winners_per_prize': '46569011.00000000'}, {'rank': '3등', 'winners': '3,632,384,322원', 'prize_amount': '2,709', 'winners_per_prize': '1340858.00000000'}, {'rank': '4등', 'winners': '6,707,750,000원', 'prize_amount': '134,155', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '10,778,745,000원', 'prize_amount': '2,155,749', 'winners_per_prize': '5000.00000000'}]",2020년 01월 04일 추첨
